Semana;Categoría;Ranking;Título;Autor;Semanas en ranking;Género
20 de febrero 2022;Combined Print & E-Book Nonfiction;14;BRAIDING SWEETGRASS;Robin Wall Kimmerer;28;Autoayuda
20 de febrero 2022;Combined Print & E-Book Nonfiction;15;GREENLIGHTS;Matthew McConaughey;55;Autobiografía
27 de febrero;Combined Print & E-Book Fiction;1;ABANDONED IN DEATH;J.D. Robb;1;Thriller
27 de febrero;Combined Print & E-Book Fiction;2;IT ENDS WITH US;Colleen Hoover;32;Romance
27 de febrero;Combined Print & E-Book Fiction;3;CITY OF THE DEAD;Jonathan Kellerman;1;Thriller
27 de febrero;Combined Print & E-Book Fiction;4;VERITY;Colleen Hoover;10;Thriller
27 de febrero;Combined Print & E-Book Fiction;5;THE SEVEN HUSBANDS OF EVELYN HUGO;Taylor Jenkins Reid;33;Romance
27 de febrero;Combined Print & E-Book Fiction;6;UGLY LOVE;Colleen Hoover;7;Romance
27 de febrero;Combined Print & E-Book Fiction;7;THE LOVE HYPOTHESIS;Ali Hazelwood;13;Romance
27 de febrero;Combined Print & E-Book Fiction;8;STEAL;James Patterson and Howard Roughan;1;Misterio
27 de febrero;Combined Print & E-Book Fiction;9;THE MIDNIGHT LIBRARY;Matt Haig;54;Ciencia Ficción
27 de febrero;Combined Print & E-Book Fiction;10;THE MAID;Nita Prose;6;Thriller
27 de febrero;Combined Print & E-Book Fiction;11;THE LINCOLN HIGHWAY;Amor Towles;19;Coming of age
27 de febrero;Combined Print & E-Book Fiction;12;DARK HORSE;Gregg Hurwitz;1;Thriller
27 de febrero;Combined Print & E-Book Fiction;13;THE SPANISH LOVE DECEPTION;Elena Armas;1;Romance
27 de febrero;Combined Print & E-Book Fiction;14;THE LAST THING HE TOLD ME;Laura Dave;34;Thriller
27 de febrero;Combined Print & E-Book Fiction;15;PEOPLE WE MEET ON VACATION;Emily Henry;22;Romance
27 de febrero;Combined Print & E-Book Nonfiction;1;RED-HANDED;Peter Schweizer;3;Política
27 de febrero;Combined Print & E-Book Nonfiction;2;THE NINETIES;Chuck Klosterman;1;Historia
27 de febrero;Combined Print & E-Book Nonfiction;3;THE BODY KEEPS THE SCORE;Bessel Van Der Kolk;77;Autoayuda
27 de febrero;Combined Print & E-Book Nonfiction;4;THE 1619 PROJECT;Nikole Hannah-Jones;13;Historia
27 de febrero;Combined Print & E-Book Nonfiction;5;EDUCATED;Tara Westover ;128;Autobiografía
27 de febrero;Combined Print & E-Book Nonfiction;6;ORIGIN;Jennifer Raff;1;Historia
27 de febrero;Combined Print & E-Book Nonfiction;7;STOLEN FOCUS;Johann Hari;1;Autoayuda
27 de febrero;Combined Print & E-Book Nonfiction;8;HOW TO BE PERFECT;Michael Schur;3;Autoayuda
27 de febrero;Combined Print & E-Book Nonfiction;9;CRYING IN H MART;Michelle Zauner;20;Autobiografía
27 de febrero;Combined Print & E-Book Nonfiction;10;WILL;Will Smith;14;Autobiografía
27 de febrero;Combined Print & E-Book Nonfiction;11;ALL ABOUT LOVE;Bell Hooks;9;Autoayuda
27 de febrero;Combined Print & E-Book Nonfiction;12;THE BETRAYAL OF ANNE FRANK;Rosemary Sullivan;4;Historia
27 de febrero;Combined Print & E-Book Nonfiction;13;GREENLIGHTS;Matthew McConaughey;56;Autobiografía
27 de febrero;Combined Print & E-Book Nonfiction;14;BRAIDING SWEETGRASS;Robin Wall Kimmerer;29;Autoayuda
27 de febrero;Combined Print & E-Book Nonfiction;15;THE STORYTELLER;Dave Grohl;18;Autobiografía
6 de marzo 2022;Combined Print & E-Book Fiction;1;HOUSE OF SKY AND BREATH;Sarah J. Maas;1;Fantasia
6 de marzo 2022;Combined Print & E-Book Fiction;2;IT ENDS WITH US;Colleen Hoover;36;Romance
6 de marzo 2022;Combined Print & E-Book Fiction;3;DIABLO MESA;Douglas Preston and Lincoln Child;1;Thriller
6 de marzo 2022;Combined Print & E-Book Fiction;4;SIERRA SIX;Mark Greaney;1;Thriller
6 de marzo 2022;Combined Print & E-Book Fiction;5;VERITY;Colleen Hoover;11;Thriller
6 de marzo 2022;Combined Print & E-Book Fiction;6;THE SEVEN HUSBANDS OF EVELYN HUGO;Taylor Jenkins Reid;34;Romance
6 de marzo 2022;Combined Print & E-Book Fiction;7;ABANDONED IN DEATH;J.D. Robb;2;Thriller
6 de marzo 2022;Combined Print & E-Book Fiction;8;HOUSE OF EARTH AND BLOOD;Sarah J. Maas;3;Fantasia
6 de marzo 2022;Combined Print & E-Book Fiction;9;THE LINCOLN HIGHWAY;Amor Towles;20;Coming of age
6 de marzo 2022;Combined Print & E-Book Fiction;10;THE MAID;Nita Prose;7;Thriller
6 de marzo 2022;Combined Print & E-Book Fiction;11;UGLY LOVE;Colleen Hoover;8;Romance
6 de marzo 2022;Combined Print & E-Book Fiction;12;THE LOVE HYPOTHESIS;Ali Hazelwood;14;Romance
6 de marzo 2022;Combined Print & E-Book Fiction;13;THE MIDNIGHT LIBRARY;Matt Haig;55;Ciencia Ficción
6 de marzo 2022;Combined Print & E-Book Fiction;14;THE CHRISTIE AFFAIR;Nina de Gramont;2;Misterio
6 de marzo 2022;Combined Print & E-Book Fiction;15;THE LAST THING HE TOLD ME;Laura Dave;35;Thriller
6 de marzo 2022;Combined Print & E-Book Nonfiction;1;FROM STRENGTH TO STRENGTH;Arthur C. Brooks;1;Autoayuda
6 de marzo 2022;Combined Print & E-Book Nonfiction;2;THE BODY KEEPS THE SCORE;Bessel Van Der Kolk;78;Autoayuda
6 de marzo 2022;Combined Print & E-Book Nonfiction;3;RED-HANDED;Peter Schweizer;4;Política
6 de marzo 2022;Combined Print & E-Book Nonfiction;4;THE 1619 PROJECT;Nikole Hannah-Jones;14;Historia
6 de marzo 2022;Combined Print & E-Book Nonfiction;5;THE NINETIES;Chuck Klosterman;2;Historia
6 de marzo 2022;Combined Print & E-Book Nonfiction;6;THE SPLENDID AND THE VILE;Erik Larson;34;Política
6 de marzo 2022;Combined Print & E-Book Nonfiction;7;EDUCATED;Tara Westover ;129;Autobiografía
6 de marzo 2022;Combined Print & E-Book Nonfiction;8;CRYING IN H MART;Michelle Zauner;21;Autobiografía
6 de marzo 2022;Combined Print & E-Book Nonfiction;9;ALL ABOUT LOVE;Bell Hooks;10;Autoayuda
6 de marzo 2022;Combined Print & E-Book Nonfiction;10;WILL;Will Smith;15;Autobiografía
6 de marzo 2022;Combined Print & E-Book Nonfiction;11;GREENLIGHTS;Matthew McConaughey;57;Autobiografía
6 de marzo 2022;Combined Print & E-Book Nonfiction;12;STOLEN FOCUS;Johann Hari;2;Autoayuda
6 de marzo 2022;Combined Print & E-Book Nonfiction;13;WATERGATE;Garrett M. Graff;1;Política
6 de marzo 2022;Combined Print & E-Book Nonfiction;14;BRAIDING SWEETGRASS;Robin Wall Kimmerer;30;Autoayuda
6 de marzo 2022;Combined Print & E-Book Nonfiction;15;HOW TO BE PERFECT;Michael Schur;4;Autoayuda
13 de marzo 2022;Combined Print & E-Book Fiction;1;THE PARIS APARTMENT;Lucy Foley;1;Thriller
13 de marzo 2022;Combined Print & E-Book Fiction;2;IT ENDS WITH US;Colleen Hoover;37;Romance
13 de marzo 2022;Combined Print & E-Book Fiction;3;VERITY;Colleen Hoover;12;Thriller
13 de marzo 2022;Combined Print & E-Book Fiction;4;HOUSE OF SKY AND BREATH;Sarah J. Maas;2;Fantasia
13 de marzo 2022;Combined Print & E-Book Fiction;5;THE SEVEN HUSBANDS OF EVELYN HUGO;Taylor Jenkins Reid;35;Romance
13 de marzo 2022;Combined Print & E-Book Fiction;6;NOTHING TO LOSE;J.A. Jance;1;Thriller
13 de marzo 2022;Combined Print & E-Book Fiction;7;THE LOVE HYPOTHESIS;Ali Hazelwood;15;Romance
13 de marzo 2022;Combined Print & E-Book Fiction;8;THE LINCOLN HIGHWAY;Amor Towles;21;Coming of age
13 de marzo 2022;Combined Print & E-Book Fiction;9;THE MAID;Nita Prose;8;Thriller
13 de marzo 2022;Combined Print & E-Book Fiction;10;WISH YOU WERE HERE;Jodi Picoult;9;Thriller
13 de marzo 2022;Combined Print & E-Book Fiction;11;CARAMEL PECAN ROLL MURDER;Joanne Fluke;1;Misterio
13 de marzo 2022;Combined Print & E-Book Fiction;12;THE MIDNIGHT LIBRARY;Matt Haig;56;Ciencia Ficción
13 de marzo 2022;Combined Print & E-Book Fiction;13;THE LAST THING HE TOLD ME;Laura Dave;36;Thriller
13 de marzo 2022;Combined Print & E-Book Fiction;14;UGLY LOVE;Colleen Hoover;9;Romance
13 de marzo 2022;Combined Print & E-Book Fiction;15;WHERE THE CRAWDADS SING;Delia Owens;151;Thriller
13 de marzo 2022;Combined Print & E-Book Nonfiction;1;RED-HANDED;Peter Schweizer;5;Política
13 de marzo 2022;Combined Print & E-Book Nonfiction;2;THE BODY KEEPS THE SCORE;Bessel Van Der Kolk;79;Autoayuda
13 de marzo 2022;Combined Print & E-Book Nonfiction;3;THE 1619 PROJECT;Nikole Hannah-Jones;15;Historia
13 de marzo 2022;Combined Print & E-Book Nonfiction;4;GREENLIGHTS;Matthew McConaughey;58;Autobiografía
13 de marzo 2022;Combined Print & E-Book Nonfiction;5;THE SPLENDID AND THE VILE;Erik Larson;35;Política
13 de marzo 2022;Combined Print & E-Book Nonfiction;6;EDUCATED;Tara Westover ;130;Autobiografía
13 de marzo 2022;Combined Print & E-Book Nonfiction;7;CRYING IN H MART;Michelle Zauner;22;Autobiografía
13 de marzo 2022;Combined Print & E-Book Nonfiction;8;FROM STRENGTH TO STRENGTH;Arthur C. Brooks;2;Autoayuda
13 de marzo 2022;Combined Print & E-Book Nonfiction;9;WILL;WIll Smith;16;Autobiografía
13 de marzo 2022;Combined Print & E-Book Nonfiction;10;ALL ABOUT LOVE;Bell Hooks;11;Autobiografía
13 de marzo 2022;Combined Print & E-Book Nonfiction;11;THE DRESSMAKERS OF AUSCHWITZ;Lucy Adlington;4;Historia
13 de marzo 2022;Combined Print & E-Book Nonfiction;12;THE NINETIES;Chuck Klosterman;3;Historia
13 de marzo 2022;Combined Print & E-Book Nonfiction;13;THE STORYTELLER;Dave Grohl;19;Autobiografía
13 de marzo 2022;Combined Print & E-Book Nonfiction;14;HOW TO BE PERFECT;Michael Schur;5;Autoayuda
13 de marzo 2022;Combined Print & E-Book Nonfiction;15;BRAIDING SWEETGRASS;Robin Wall Kimmerer;31;Autoayuda
20 de marzo 2022 ;Combined Print & E-Book Fiction;1; HOOK, LINE, AND SINKER; Tessa Bailey;1;Romance
20 de marzo 2022 ;Combined Print & E-Book Fiction;2;IT ENDS WITH US;Colleen Hoover;38;Romance
20 de marzo 2022 ;Combined Print & E-Book Fiction;3;THE PARIS APARTMENT;Lucy Foley;2;Thriller
20 de marzo 2022 ;Combined Print & E-Book Fiction;4;VERITY;colleen Hoover;13;Thriller
20 de marzo 2022 ;Combined Print & E-Book Fiction;5;THE SEVEN HUSBANDS OF EVELYN HUGO;Taylor Jenkins Reid;36;Romance
20 de marzo 2022 ;Combined Print & E-Book Fiction;6;PHANTOM GAME;Christine Feehan;1;Fantasia
20 de marzo 2022 ;Combined Print & E-Book Fiction;7;HOUSE OF SKY AND BREATH;Sarah J. Maas;3;Fantasia
20 de marzo 2022 ;Combined Print & E-Book Fiction;8;ONE ITALIAN SUMMER; Rebecca Serle;1;Romance
20 de marzo 2022 ;Combined Print & E-Book Fiction;9;UGLY LOVE;Colleen Hoover;10;Romance
20 de marzo 2022 ;Combined Print & E-Book Fiction;10;THE LOVE HYPOTHESIS;Ali Hazelwood;16;Romance
20 de marzo 2022 ;Combined Print & E-Book Fiction;11;SOOLEY;John Grisham;9;Drama
20 de marzo 2022 ;Combined Print & E-Book Fiction;12;THE MAID;Nita Prose;9;Thriller
20 de marzo 2022 ;Combined Print & E-Book Fiction;13;THE LINCOLN HIGHWAY;Amor Towles;22;Coming of age
20 de marzo 2022 ;Combined Print & E-Book Fiction;14;THE ATLAS SIX;Olivie Blake;1;Fantasia
20 de marzo 2022 ;Combined Print & E-Book Fiction;15;THE CLUB;Ellery Lloyd;1;Thriller
20 de marzo 2022 ;Combined Print & E-Book Nonfiction;1;THE BODY KEEPS THE SCORE;Bessel Van Der Kolk;80;Autoayuda
20 de marzo 2022 ;Combined Print & E-Book Nonfiction;2;RED-HANDED;Peter Schweizer;6;Política
20 de marzo 2022 ;Combined Print & E-Book Nonfiction;3;COMEDY COMEDY COMEDY DRAMA;Bob Odenkirk;1;Autobiografía
20 de marzo 2022 ;Combined Print & E-Book Nonfiction;4;THE 1619 PROJECT;Nikole Hannah-Jones;16;Historia
20 de marzo 2022 ;Combined Print & E-Book Nonfiction;5;THE BEAUTY OF DUSK;Frank Bruni;1;Autobiografía
20 de marzo 2022 ;Combined Print & E-Book Nonfiction;6;FROM STRENGTH TO STRENGTH;Arthur C. Brooks;3;Autoayuda
20 de marzo 2022 ;Combined Print & E-Book Nonfiction;7;BLACK OPS;Ric Prado;1;Política
20 de marzo 2022 ;Combined Print & E-Book Nonfiction;8;THE SPLENDID AND THE VILE;Erik Larson;36;Política
20 de marzo 2022 ;Combined Print & E-Book Nonfiction;9;THE INVISIBLE KINGDOM;Meghan O'Rourke;1;Medicina
20 de marzo 2022 ;Combined Print & E-Book Nonfiction;10;EDUCATED;Tara Westover ;131;Autobiografía
20 de marzo 2022 ;Combined Print & E-Book Nonfiction;11;CRYING IN H MART;Michelle Zauner;23;Autobiografía
20 de marzo 2022 ;Combined Print & E-Book Nonfiction;12;ALLOW ME TO RETORT;Elie Mystal;1;Política
20 de marzo 2022 ;Combined Print & E-Book Nonfiction;13;I WAS BETTER LAST NIGHT;Harvey Fierstein;1;Autobiografía
20 de marzo 2022 ;Combined Print & E-Book Nonfiction;14;ALL ABOUT LOVE;Bell Hooks;12;Autoayuda
20 de marzo 2022 ;Combined Print & E-Book Nonfiction;15;THE NINETIES;Chuck Klosterman;4;Historia
27 de marzo 2022;Combined Print & E-Book Fiction;1;RUN, ROSE, RUN;Dolly Parton and James Patterson;1;Drama
27 de marzo 2022;Combined Print & E-Book Fiction;2;SHADOWS REEL; C.J. Box;1;Thriller
27 de marzo 2022;Combined Print & E-Book Fiction;3;IT ENDS WITH US;Colleen Hoover;39;Romance
27 de marzo 2022;Combined Print & E-Book Fiction;4;HIGH STAKES;Danielle Steel;1;Romance
27 de marzo 2022;Combined Print & E-Book Fiction;5;VERITY;Colleen Hoover;14;Thriller
27 de marzo 2022;Combined Print & E-Book Fiction;6;THE PARIS APARTMENT;Lucy Foley;3;Thriller
27 de marzo 2022;Combined Print & E-Book Fiction;7;THE SEVEN HUSBANDS OF EVELYN HUGO;Taylor Jenkins Reid;37;Romance
27 de marzo 2022;Combined Print & E-Book Fiction;8;THE GOLDEN COUPLE; Greer Hendricks and Sarah Pekkanen;1;Drama
27 de marzo 2022;Combined Print & E-Book Fiction;9;THE LIGHTNING ROD; Brad Meltzer;1;Thriller
27 de marzo 2022;Combined Print & E-Book Fiction;10;ONE ITALIAN SUMMER;Rebecca Serle;2;Romance
27 de marzo 2022;Combined Print & E-Book Fiction;11;THE LOVE HYPOTHESIS;Ali Hazelwood;17;Romance
27 de marzo 2022;Combined Print & E-Book Fiction;12;PEOPLE WE MEET ON VACATION;Emily Henry;23;Romance
27 de marzo 2022;Combined Print & E-Book Fiction;13;THE MIDNIGHT LIBRARY;Matt Haig;57;Ciencia Ficción
27 de marzo 2022;Combined Print & E-Book Fiction;14;THE LINCOLN HIGHWAY;Amor Towles;23;Coming of age
27 de marzo 2022;Combined Print & E-Book Fiction;15;THE MAID;Nita Prose;10;Thriller
27 de marzo 2022;Combined Print & E-Book Nonfiction;1;ONE DAMN THING AFTER ANOTHER;William P. Barr;1;Política
27 de marzo 2022;Combined Print & E-Book Nonfiction;2;IN LOVE;Amy Bloom;1;Autobiografía
27 de marzo 2022;Combined Print & E-Book Nonfiction;3;THE BODY KEEPS THE SCORE;Bessel Van Der Kolk;81;Autoayuda
27 de marzo 2022;Combined Print & E-Book Nonfiction;4;ALLOW ME TO RETORT;Elie Mystal;2;Política
27 de marzo 2022;Combined Print & E-Book Nonfiction;5;FROM STRENGTH TO STRENGTH;Arthur C. Brooks;4;Autoayuda
27 de marzo 2022;Combined Print & E-Book Nonfiction;6;HOW DO I UN-REMEMBER THIS?;Danny Pellegrino;1;Autobiografía
27 de marzo 2022;Combined Print & E-Book Nonfiction;7;RED-HANDED;Peter Schweizer;7;Política
27 de marzo 2022;Combined Print & E-Book Nonfiction;8;ALL ABOUT LOVE;Bell Hooks;13;Autoayuda
27 de marzo 2022;Combined Print & E-Book Nonfiction;9;THE SPLENDID AND THE VILE;Erik Larson;37;Política
27 de marzo 2022;Combined Print & E-Book Nonfiction;10;THE 1619 PROJECT;Nikole Hannah-Jones;17;Historia
27 de marzo 2022;Combined Print & E-Book Nonfiction;11;ENDURANCE;Alfred Lansing;1;Historia
27 de marzo 2022;Combined Print & E-Book Nonfiction;12;CRYING IN H MART;Michelle Zauner;24;Autobiografía
27 de marzo 2022;Combined Print & E-Book Nonfiction;13;MADHOUSE AT THE END OF THE EARTH; Julian Sancton;1;Historia
27 de marzo 2022;Combined Print & E-Book Nonfiction;14;EDUCATED;Tara Westover ;132;Autobiografía
27 de marzo 2022;Combined Print & E-Book Nonfiction;15;BETWEEN TWO KINGDOMS;Suleika Jaouad;4;Autobiografía
3 de abril 2022;Combined Print & E-Book Fiction;1;THE MATCH;Harlan Coben;1;Thriller
3 de abril 2022;Combined Print & E-Book Fiction;2;RUN, ROSE, RUN;Dolly Parton and James Patterson;2;Drama
3 de abril 2022;Combined Print & E-Book Fiction;3;IT ENDS WITH US;Colleen Hoover;40;Romance
3 de abril 2022;Combined Print & E-Book Fiction;4;VERITY;Colleen Hoover;15;Thriller
3 de abril 2022;Combined Print & E-Book Fiction;5;THE SEVEN HUSBANDS OF EVELYN HUGO;Taylor Jenkins Reid;38;Romance
3 de abril 2022;Combined Print & E-Book Fiction;6;SHADOWS REEL;C.J. Box;2;Thriller
3 de abril 2022;Combined Print & E-Book Fiction;7;THE PARIS APARTMENT;Lucy Foley;4;Thriller
3 de abril 2022;Combined Print & E-Book Fiction;8;THE MAID;Nita Prose;11;Thriller
3 de abril 2022;Combined Print & E-Book Fiction;9;GIVE UNTO OTHERS;Donna Leon;1;Thriller
3 de abril 2022;Combined Print & E-Book Fiction;10;THE KAIJU PRESERVATION SOCIETY;John Scalzi;1;Thriller
3 de abril 2022;Combined Print & E-Book Fiction;11;NOVEMBER 9;Colleen Hoover;3;Romance
3 de abril 2022;Combined Print & E-Book Fiction;12;THE LIGHTNING ROD;Brad Meltzer;2;Thriller
3 de abril 2022;Combined Print & E-Book Fiction;13;WHERE THE CRAWDADS SING;delia Owens;152;Thriller
3 de abril 2022;Combined Print & E-Book Fiction;14;THE LOVE HYPOTHESIS;Ali Hazelwood;18;Romance
3 de abril 2022;Combined Print & E-Book Fiction;15;ONE ITALIAN SUMMER;Rebecca Serle;3;Romance
3 de abril 2022;Combined Print & E-Book Nonfiction;1;ONE DAMN THING AFTER ANOTHER;William P. Barr;2;Política
3 de abril 2022;Combined Print & E-Book Nonfiction;2;THE BODY KEEPS THE SCORE;Bessel Van Der Kolk;82;Autoayuda
3 de abril 2022;Combined Print & E-Book Nonfiction;3;LESSONS FROM THE EDGE;Marie Yovanovitch;1;Política
3 de abril 2022;Combined Print & E-Book Nonfiction;4;IN LOVE;Amy Bloom;2;Autobiografía
3 de abril 2022;Combined Print & E-Book Nonfiction;5;THE SPLENDID AND THE VILE;Erik Larson;38;Política
3 de abril 2022;Combined Print & E-Book Nonfiction;6;CRYING IN H MART;Michelle Zauner;25;Autobiografía
3 de abril 2022;Combined Print & E-Book Nonfiction;7;THE 1619 PROJECT;Nikole Hannah-Jones;18;Historia
3 de abril 2022;Combined Print & E-Book Nonfiction;8;EDUCATED;Tara Westover ;133;Autobiografía
3 de abril 2022;Combined Print & E-Book Nonfiction;9;WILL;WIll Smith;17;Autobiografía
3 de abril 2022;Combined Print & E-Book Nonfiction;10;ALL ABOUT LOVE;Bell Hooks;14;Autoayuda
3 de abril 2022;Combined Print & E-Book Nonfiction;11;ENDURANCE;alfred Lansing;2;Historia
3 de abril 2022;Combined Print & E-Book Nonfiction;12;THE BETRAYAL OF ANNE FRANK;Rosemary Sullivan;5;Historia
3 de abril 2022;Combined Print & E-Book Nonfiction;13;BRAIDING SWEETGRASS;Robin Wall Kimmerer;32;Autoayuda
3 de abril 2022;Combined Print & E-Book Nonfiction;14;RED-HANDED;Peter Schweizer;8;Política
3 de abril 2022;Combined Print & E-Book Nonfiction;15;THE GATES OF EUROPE;Serhii Plokhy;1;Historia
10 de abril 2022;Combined Print & E-Book Fiction;1;WHERE THE CRAWDADS SING;delia Owens;153;Thriller
10 de abril 2022;Combined Print & E-Book Fiction;2;RUN, ROSE, RUN;Dolly Parton and James Patterson;3;Drama
10 de abril 2022;Combined Print & E-Book Fiction;3;THE RECOVERY AGENT;Janet Evanovich;1;Thriller
10 de abril 2022;Combined Print & E-Book Fiction;4;IT ENDS WITH US;Colleen Hoover;41;Romance
10 de abril 2022;Combined Print & E-Book Fiction;5;VERITY;Colleen Hoover;16;Thriller
10 de abril 2022;Combined Print & E-Book Fiction;6;A SAFE HOUSE;Stuart Woods;1;Thriller
10 de abril 2022;Combined Print & E-Book Fiction;7;THE SEVEN HUSBANDS OF EVELYN HUGO;Taylor Jenkins Reid;39;Romance
10 de abril 2022;Combined Print & E-Book Fiction;8;A SUNLIT WEAPON;Jacqueline Winspear;1;Drama
10 de abril 2022;Combined Print & E-Book Fiction;9;FRENCH BRAID;Anne Tyler;1;Drama
10 de abril 2022;Combined Print & E-Book Fiction;10;THE MATCH;Harlan Coben;2;Thriller
10 de abril 2022;Combined Print & E-Book Fiction;11;THE PARIS APARTMENT;Lucy Foley;5;Thriller
10 de abril 2022;Combined Print & E-Book Fiction;12;UGLY LOVE;Colleen Hoover;11;Romance
10 de abril 2022;Combined Print & E-Book Fiction;13;NOVEMBER 9;Colleen Hoover;4;Romance
10 de abril 2022;Combined Print & E-Book Fiction;14;SHADOWS REEL;C.J. Box;3;Thriller
10 de abril 2022;Combined Print & E-Book Fiction;15;THE LOVE HYPOTHESIS;Ali Hazelwood;19;Romance
10 de abril 2022;Combined Print & E-Book Nonfiction;1;THE BODY KEEPS THE SCORE;Bessel Van Der Kolk;83;Autoayuda
10 de abril 2022;Combined Print & E-Book Nonfiction;2;ONE DAMN THING AFTER ANOTHER;William P. Barr;3;Política
10 de abril 2022;Combined Print & E-Book Nonfiction;3;THE 1619 PROJECT;Nikole Hannah-Jones;19;Historia
10 de abril 2022;Combined Print & E-Book Nonfiction;4;THE SPLENDID AND THE VILE;Erik Larson;39;Política
10 de abril 2022;Combined Print & E-Book Nonfiction;5;CRYING IN H MART;Michelle Zauner;26;Autobiografía
10 de abril 2022;Combined Print & E-Book Nonfiction;6;TRULY, MADLY;Stephen Galloway;1;Biografía
10 de abril 2022;Combined Print & E-Book Nonfiction;7;EDUCATED;Tara Westover ;134;Autobiografía
10 de abril 2022;Combined Print & E-Book Nonfiction;8;LESSONS FROM THE EDGE;Marie Yovanovitch;2;Política
10 de abril 2022;Combined Print & E-Book Nonfiction;9;THE STORYTELLER;Dave Grohl;20;Autobiografía
10 de abril 2022;Combined Print & E-Book Nonfiction;10;ALL ABOUT LOVE;Bell Hooks;15;Autoayuda
10 de abril 2022;Combined Print & E-Book Nonfiction;11;AGAINST ALL ODDS;Alex Kershaw;1;Biografía
10 de abril 2022;Combined Print & E-Book Nonfiction;12;IN LOVE;Amy Bloom;3;Autobiografía
10 de abril 2022;Combined Print & E-Book Nonfiction;13;BRAIDING SWEETGRASS;Robin Wall Kimmerer;33;Autoayuda
10 de abril 2022;Combined Print & E-Book Nonfiction;14;WILL;WIll Smith;18;Autobiografía
10 de abril 2022;Combined Print & E-Book Nonfiction;15;GREENLIGHTS;Matthew McConaughey;59;Autobiografía
17 de abril 2022;Combined Print & E-Book Fiction;1;WHERE THE CRAWDADS SING;delia Owens;154;Thriller
17 de abril 2022;Combined Print & E-Book Fiction;2;RUN, ROSE, RUN;Dolly Parton and James Patterson;4;Thriller
17 de abril 2022;Combined Print & E-Book Fiction;3;THE VISCOUNT WHO LOVED ME;Julia Quinn;12;Romance
